REPORT_NAME,CCR,SECTION,DESCRIPTION,ARREST_DATE,ARREST_TIME,ADDRESS,NEIGHBORHOOD,ZONE,AGE,GENDER
OFFENSE 2.0,15179447,3745,Accidents Involving Damage to Unattended Veh.or Prop.,09/20/2015,04:57,800 block Western Ave,Allegheny West,1,,
ARREST,15179465,2709(a)(1),Harassment by Physical Contact  or Attempts or Threats,09/20/2015,07:00,1100 block Goettmann St,Troy Hill-Herrs Island,1,27,M
ARREST,15179465,5502,Failure of Disorderly Persons to Disperse ,09/20/2015,07:00,1100 block Goettmann St,Troy Hill-Herrs Island,1,27,M
ARREST,15179465,5503(a)(4),DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,09/20/2015,07:00,1100 block Goettmann St,Troy Hill-Herrs Island,1,27,M
OFFENSE 2.0,15179465,2709(a)(1),Harassment by Physical Contact  or Attempts or Threats,09/20/2015,07:00,1100 block Goettmann St,Troy Hill-Herrs Island,1,,
ARREST,15179465,3745,Accidents Involving Damage to Unattended Veh.or Prop.,09/20/2015,07:00,1100 block Goettmann St,Troy Hill-Herrs Island,1,27,M
OFFENSE 2.0,15179465,3745,Accidents Involving Damage to Unattended Veh.or Prop.,09/20/2015,07:00,1100 block Goettmann St,Troy Hill-Herrs Island,1,,
OFFENSE 2.0,15179465,5503(a)(4),DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,09/20/2015,07:00,1100 block Goettmann St,Troy Hill-Herrs Island,1,,
OFFENSE 2.0,15179465,5502,Failure of Disorderly Persons to Disperse ,09/20/2015,07:00,1100 block Goettmann St,Troy Hill-Herrs Island,1,,
OFFENSE 2.0,15179492,13(a)(31),Marijuana: Possession Small Amount,09/20/2015,09:03,Parkhurst St & Loraine St,Central Northside,1,,
ARREST,15179492,13(a)(31),Marijuana: Possession Small Amount,09/20/2015,09:03,Parkhurst St & Loraine St,Central Northside,1,18,M
OFFENSE 2.0,15179492,6106,Firearms not to be Carried without a License.,09/20/2015,09:03,Parkhurst St & Loraine St,Central Northside,1,,
ARREST,15179492,6106,Firearms not to be Carried without a License.,09/20/2015,09:03,Parkhurst St & Loraine St,Central Northside,1,18,M
OFFENSE 2.0,15179556,3503.B1I,DEF. TRESPASS ACTUAL COMMUNICATION,09/20/2015,11:40,Reedsdale St & Art Rooney Ave,North Shore,1,,
ARREST,15179556,5507,Obstructing Highways and Passages.,09/20/2015,11:40,Reedsdale St & Art Rooney Ave,North Shore,1,40,M
ARREST,15179556,3503.B1I,DEF. TRESPASS ACTUAL COMMUNICATION,09/20/2015,11:40,Reedsdale St & Art Rooney Ave,North Shore,1,40,M
OFFENSE 2.0,15179556,5507,Obstructing Highways and Passages.,09/20/2015,11:40,Reedsdale St & Art Rooney Ave,North Shore,1,,
ARREST,15179651,13(a)(31),Marijuana: Possession Small Amount,09/20/2015,12:13,100 block Art Rooney Ave,North Shore,1,38,M
OFFENSE 2.0,15179651,13(a)(31),Marijuana: Possession Small Amount,09/20/2015,12:13,100 block Art Rooney Ave,North Shore,1,,
ARREST,15179652,13(a)(31),Marijuana: Possession Small Amount,09/20/2015,12:35,Reedsdale St & Art Rooney Ave,North Shore,1,48,M
OFFENSE 2.0,15179652,13(a)(31),Marijuana: Possession Small Amount,09/20/2015,12:35,Reedsdale St & Art Rooney Ave,North Shore,1,,
ARREST,15179653,13(a)(31),Marijuana: Possession Small Amount,09/20/2015,12:50,100 block Art Rooney Ave,North Shore,1,27,M
OFFENSE 2.0,15179653,13(a)(31),Marijuana: Possession Small Amount,09/20/2015,12:50,100 block Art Rooney Ave,North Shore,1,,
ARREST,15179654,13(a)(31),Marijuana: Possession Small Amount,09/20/2015,12:55,100 block Art Rooney Ave,North Shore,1,48,M
OFFENSE 2.0,15179654,13(a)(31),Marijuana: Possession Small Amount,09/20/2015,12:55,100 block Art Rooney Ave,North Shore,1,,
OFFENSE 2.0,15179727,3502,Burglary.,09/20/2015,14:30,2000 block Termon Ave,Brighton Heights,1,,
OFFENSE 2.0,15179711,029,Missing Juvenile,09/20/2015,15:33,4000 block Perrysville Ave,Perry North,1,,
OFFENSE 2.0,15179729,2701,Simple Assault.,09/20/2015,15:54,100 block Art Rooney Ave,North Shore,1,,
