REPORT_NAME,CCR,SECTION,DESCRIPTION,ARREST_DATE,ARREST_TIME,ADDRESS,NEIGHBORHOOD,ZONE,AGE,GENDER
OFFENSE 2.0,15086702,2709(a),Harassment.,05/16/2015,00:17,600 block Chautauqua St,Perry South,1,,
OFFENSE 2.0,15086695,3742,Accidents Involving Death or Personal Injury,05/16/2015,00:20,Cedar Ave & East Ohio St,Allegheny Center,1,,
ARREST,15086678,3503(b)(1)(ii),Defiant Trespass Notice Posted by Sign(s),05/16/2015,00:25,700 block Casino Dr,Chateau,1,34,M
ARREST,15086678,5505,Public Drunkenness,05/16/2015,00:25,700 block Casino Dr,Chateau,1,34,M
OFFENSE 2.0,15086703,9489,Found Property,05/16/2015,00:28,800 block Mt Pleasant Rd,Northview Heights,1,,
OFFENSE 2.0,15086721,2701,Simple Assault.,05/16/2015,00:40,Warlo St & Bidwell St,Manchester,1,,
OFFENSE 2.0,15086721,3701,Robbery.,05/16/2015,00:40,Warlo St & Bidwell St,Manchester,1,,
OFFENSE 2.0,15086720,9093,Indirect Criminal Contempt,05/16/2015,00:43,1500 block Eckert St,Marshall-Shadeland,1,,
ARREST,15086720,9093,Indirect Criminal Contempt,05/16/2015,00:45,1500 block Eckert St,Marshall-Shadeland,1,30,M
OFFENSE 2.0,15086734,3304,Criminal Mischief.,05/16/2015,01:10,600 block Pressley St,East Allegheny,1,,
OFFENSE 2.0,15086779,029,Missing Juvenile,05/16/2015,02:00,3800 block Brighton Rd,Brighton Heights,1,,
OFFENSE 2.0,15086783,3802(c),DUI - Highest Rate of Alcohol - BAC >= .16%,05/16/2015,02:30,Beaver Ave & N Franklin St,Chateau,1,,
OFFENSE 2.0,15086783,4303,General Lighting Requirements.,05/16/2015,02:30,Beaver Ave & N Franklin St,Chateau,1,,
OFFENSE 2.0,15086783,3802(a)(1),DUI - General Impairment,05/16/2015,02:30,Beaver Ave & N Franklin St,Chateau,1,,
OFFENSE 2.0,15086783,3714,Careless Driving,05/16/2015,02:30,Beaver Ave & N Franklin St,Chateau,1,,
ARREST,15086783,4303,General Lighting Requirements.,05/16/2015,02:39,Beaver Ave & N Franklin St,Chateau,1,43,M
ARREST,15086783,3802(c),DUI - Highest Rate of Alcohol - BAC >= .16%,05/16/2015,02:39,Beaver Ave & N Franklin St,Chateau,1,43,M
ARREST,15086783,3802(a)(1),DUI - General Impairment,05/16/2015,02:39,Beaver Ave & N Franklin St,Chateau,1,43,M
