REPORT_NAME,CCR,SECTION,DESCRIPTION,ARREST_DATE,ARREST_TIME,ADDRESS,NEIGHBORHOOD,ZONE,AGE,GENDER
OFFENSE 2.0,15115475,9093,Indirect Criminal Contempt,06/25/2015,01:15,1600 block Sandusky Ct,Fineview,1,,
OFFENSE 2.0,15115463,9497,Aided Case,06/25/2015,01:30,Belmont St & North Point Dr,Chateau,1,,
OFFENSE 2.0,15115476,3304,Criminal Mischief.,06/25/2015,01:50,3500 block Massachusetts Ave,Brighton Heights,1,,
OFFENSE 2.0,15115503,4914,False Identification to Law Enforcement Authorities,06/25/2015,02:43,900 block James St,East Allegheny,1,,
ARREST,15115503,5506,Loitering and Prowling at Night,06/25/2015,02:43,900 block James St,East Allegheny,1,17,M
ARREST,15115503,5506,Loitering and Prowling at Night,06/25/2015,02:43,900 block James St,East Allegheny,1,17,M
ARREST,15115503,5506,Loitering and Prowling at Night,06/25/2015,02:43,900 block James St,East Allegheny,1,17,M
ARREST,15115503,4914,False Identification to Law Enforcement Authorities,06/25/2015,02:43,900 block James St,East Allegheny,1,17,M
OFFENSE 2.0,15115503,5506,Loitering and Prowling at Night,06/25/2015,02:43,900 block James St,East Allegheny,1,,
OFFENSE 2.0,15115516,3304,Criminal Mischief.,06/25/2015,02:46,500 block Lockhart St,East Allegheny,1,,
ARREST,15115475,9093,Indirect Criminal Contempt,06/25/2015,06:50,1600 block Sandusky Ct,Fineview,1,49,M
OFFENSE 2.0,15115475,9093,Indirect Criminal Contempt,06/25/2015,06:50,1600 block Sandusky Ct,Fineview,1,,
OFFENSE 2.0,15115629,9999,9999 - (Misc. Incident): Missing driveway reflector.,06/25/2015,07:45,1700 block High St,Spring Garden,1,,
OFFENSE 2.0,15115707,3304,Criminal Mischief.,06/25/2015,08:00,400 block East Commons,Allegheny Center,1,,
OFFENSE 2.0,15115651,2702,Aggravated Assault.,06/25/2015,10:09,1400 block Adams St,Brighton Heights,1,,
OFFENSE 2.0,15115651,2706,Terroristic Threats.,06/25/2015,10:09,1400 block Adams St,Brighton Heights,1,,
ARREST,15115651,2706,Terroristic Threats.,06/25/2015,10:19,1400 block Adams St,Brighton Heights,1,32,M
ARREST,15115651,2702,Aggravated Assault.,06/25/2015,10:19,1400 block Adams St,Brighton Heights,1,32,M
OFFENSE 2.0,15115700,4912,Impersonating a Public Servant.,06/25/2015,10:29,1100 block Termon Ave,Brighton Heights,1,,
OFFENSE 2.0,15115733,9488,False  Burglar Alarm,06/25/2015,12:25,Foster Sq,Allegheny Center,1,,
ARREST,15099841,2701(a)(1),Simple Assault - Intent.  Know.  Reckless.Cause Bod. Injury,06/25/2015,12:45,100 block Rhine Pl,Spring Hill-City View,1,23,M
OFFENSE 2.0,15115758,9488,False  Burglar Alarm,06/25/2015,13:04,1100 block Highwood St,Marshall-Shadeland,1,,
OFFENSE 2.0,15115837,13(a)(16),Possession of Controlled Substance,06/25/2015,15:45,East Ohio St & Cedar Ave,Allegheny Center,1,,
OFFENSE 2.0,15115837,13(a)(30),Possession w/ Intent to Del. Controlled Substance,06/25/2015,15:45,East Ohio St & Cedar Ave,Allegheny Center,1,,
OFFENSE 2.0,15115837,13(a)(30)*,Delivery of Controlled Substance,06/25/2015,15:45,East Ohio St & Cedar Ave,Allegheny Center,1,,
OFFENSE 2.0,15115837,13(a)(31)(i),Marijuana - Possess Small Amt for Personal Use,06/25/2015,15:45,East Ohio St & Cedar Ave,Allegheny Center,1,,
ARREST,15115837,13(a)(31),Marijuana: Possession Small Amount,06/25/2015,15:50,East Ohio St & Cedar Ave,Allegheny Center,1,38,M
ARREST,15115837,13(a)(16),Possession of Controlled Substance,06/25/2015,16:03,East Ohio St & Cedar Ave,Allegheny Center,1,55,M
ARREST,15115837,13(a)(30),Possession w/ Intent to Del. Controlled Substance,06/25/2015,16:03,East Ohio St & Cedar Ave,Allegheny Center,1,55,M
ARREST,15115837,13(a)(30)*,Delivery of Controlled Substance,06/25/2015,16:03,East Ohio St & Cedar Ave,Allegheny Center,1,55,M
OFFENSE 2.0,15116072,2701,Simple Assault.,06/25/2015,22:30,100 block Federal St S,North Shore,1,,
OFFENSE 2.0,15116072,5505,Public Drunkenness,06/25/2015,22:30,100 block Federal St S,North Shore,1,,
OFFENSE 2.0,15116072,5901,Open Lewdness.,06/25/2015,22:30,100 block Federal St S,North Shore,1,,
