REPORT_NAME,CCR,SECTION,DESCRIPTION,ARREST_DATE,ARREST_TIME,ADDRESS,NEIGHBORHOOD,ZONE,AGE,GENDER
OFFENSE 2.0,15169264,9497,Aided Case,09/06/2015,06:25,1000 block Sheffield St,Manchester,1,,
OFFENSE 2.0,15169313,2701,Simple Assault.,09/06/2015,09:27,400 block N Taylor Ave,Central Northside,1,,
OFFENSE 2.0,15169313,2706,Terroristic Threats.,09/06/2015,09:27,400 block N Taylor Ave,Central Northside,1,,
OFFENSE 2.0,15169313,2709(a),Harassment.,09/06/2015,09:27,400 block N Taylor Ave,Central Northside,1,,
OFFENSE 2.0,15169347,3921,Theft by Unlawful Taking or Disposition.,09/06/2015,11:00,400 block West Commons,Allegheny Center,1,,
OFFENSE 2.0,15169416,029,Missing Juvenile,09/06/2015,11:15,200 block Ridge Ave,Allegheny Center,1,,
OFFENSE 2.0,15169448,3928,Unauthorized Use of Automobile and Other Vehicles.,09/06/2015,14:30,2100 block Federal Ext N,Fineview,1,,
OFFENSE 2.0,15169469,029,Missing Juvenile,09/06/2015,15:33,2000 block Termon Ave,Brighton Heights,1,,
OFFENSE 2.0,15169470,029,Missing Juvenile,09/06/2015,15:33,2000 block Termon Ave,Brighton Heights,1,,
OFFENSE 2.0,15169503,3304,Criminal Mischief.,09/06/2015,16:05,Jacksonia St & Buena Vista St,Central Northside,1,,
OFFENSE 2.0,15169508,9498,302 (Mental),09/06/2015,17:00,North Shore Dr & Reedsdale St,Chateau,1,,
OFFENSE 2.0,15169531,9496,Dead on Arrival (DOA),09/06/2015,17:00,300 block Milroy St,Perry South,1,,
OFFENSE 2.0,15169727,2701,Simple Assault.,09/06/2015,22:25,1200 block Hodgkiss St,Marshall-Shadeland,1,,
ARREST,15169727,2701,Simple Assault.,09/06/2015,22:40,1200 block Hodgkiss St,Marshall-Shadeland,1,65,M
OFFENSE 2.0,15169100,3701,Robbery.,09/06/2015,00:04,45th St & Garwood Way,Central Lawrenceville,2,,
OFFENSE 2.0,15169121,3304,Criminal Mischief.,09/06/2015,00:52,Crawford St & Reed St,Golden Triangle/Civic Arena,2,,
OFFENSE 2.0,15169144,5503,Disorderly Conduct.,09/06/2015,01:11,2000 block Smallman St,Strip District,2,,
OFFENSE 2.0,15169144,5505,Public Drunkenness,09/06/2015,01:11,2000 block Smallman St,Strip District,2,,
OFFENSE 2.0,15169144,5507,Obstructing Highways and Passages.,09/06/2015,01:11,2000 block Smallman St,Strip District,2,,
OFFENSE 2.0,15169144,13(a)(32),Paraphernalia - Use or Possession,09/06/2015,01:11,2000 block Smallman St,Strip District,2,,
OFFENSE 2.0,15169144,3304,Criminal Mischief.,09/06/2015,01:11,2000 block Smallman St,Strip District,2,,
OFFENSE 2.0,15169144,13(a)(31),Marijuana: Possession Small Amount,09/06/2015,01:11,2000 block Smallman St,Strip District,2,,
ARREST,15169144,3304,Criminal Mischief.,09/06/2015,01:15,2000 block Smallman St,Strip District,2,32,M
ARREST,15169144,5503,Disorderly Conduct.,09/06/2015,01:15,2000 block Smallman St,Strip District,2,32,M
ARREST,15169144,5505,Public Drunkenness,09/06/2015,01:15,2000 block Smallman St,Strip District,2,32,M
ARREST,15169144,5507,Obstructing Highways and Passages.,09/06/2015,01:15,2000 block Smallman St,Strip District,2,32,M
ARREST,15169144,13(a)(32),Paraphernalia - Use or Possession,09/06/2015,01:15,2000 block Smallman St,Strip District,2,32,M
ARREST,15169144,13(a)(31),Marijuana: Possession Small Amount,09/06/2015,01:15,2000 block Smallman St,Strip District,2,32,M
OFFENSE 2.0,15169155,3304,Criminal Mischief.,09/06/2015,01:34,Crawford St & Reed St,Golden Triangle/Civic Arena,2,,
OFFENSE 2.0,15169463,3921,Theft by Unlawful Taking or Disposition.,09/06/2015,08:00,2800 block Bedford Ave,Bedford Dwellings,2,,
OFFENSE 2.0,15169304,3304,Criminal Mischief.,09/06/2015,09:00,2100 block Wylie Ave,Middle Hill,2,,
OFFENSE 2.0,15169409,3304,Criminal Mischief.,09/06/2015,11:00,400 block Crawford St,Crawford-Roberts,2,,
OFFENSE 2.0,15169358,3304,Criminal Mischief.,09/06/2015,11:15,5th Ave & Diamond St,Bluff,2,,
OFFENSE 2.0,15169358,3934,Theft from Vehicle,09/06/2015,11:15,5th Ave & Diamond St,Bluff,2,,
OFFENSE 2.0,15169367,3304,Criminal Mischief.,09/06/2015,12:03,Gist St,Bluff,2,,
OFFENSE 2.0,15169413,3929,Retail Theft.,09/06/2015,13:45,1800 block Centre Ave,Crawford-Roberts,2,,
OFFENSE 2.0,15169457,2701,Simple Assault.,09/06/2015,15:10,300 block 6th Ave,Golden Triangle/Civic Arena,2,,
ARREST,15159624,3929,Retail Theft.,09/06/2015,16:00,100 block Forbes Ave,Golden Triangle/Civic Arena,2,36,M
OFFENSE 2.0,15169540,3304,Criminal Mischief.,09/06/2015,17:00,1600 block Watson St,Bluff,2,,
OFFENSE 2.0,15169540,3934,Theft from Vehicle,09/06/2015,17:00,1600 block Watson St,Bluff,2,,
OFFENSE 2.0,15169570,3304,Criminal Mischief.,09/06/2015,17:50,2400 block Penn Ave,Strip District,2,,
ARREST,15169561,13(a)(30),Possession w/ Intent to Del. Controlled Substance,09/06/2015,18:05,Herron Ave & Milwaukee St,Middle Hill,2,18,M
ARREST,15169561,13(a)(31),Marijuana: Possession Small Amount,09/06/2015,18:05,Herron Ave & Milwaukee St,Middle Hill,2,18,M
ARREST,15169561,13(a)(16),Possession of Controlled Substance,09/06/2015,18:05,Herron Ave & Milwaukee St,Middle Hill,2,18,M
OFFENSE 2.0,15169561,13(a)(16),Possession of Controlled Substance,09/06/2015,18:05,Herron Ave & Milwaukee St,Middle Hill,2,,
