REPORT_NAME,CCR,SECTION,DESCRIPTION,ARREST_DATE,ARREST_TIME,ADDRESS,NEIGHBORHOOD,ZONE,AGE,GENDER
OFFENSE 2.0,15125671,9488,False  Burglar Alarm,07/09/2015,00:25,700 block Arch St,Allegheny Center,1,,
OFFENSE 2.0,15125671,611.04,Repeated False Alarms,07/09/2015,00:25,700 block Arch St,Allegheny Center,1,,
OFFENSE 2.0,15125721,2902,Unlawful Restraint.,07/09/2015,01:30,200 block East Ohio St,Allegheny Center,1,,
OFFENSE 2.0,15125721,2701,Simple Assault.,07/09/2015,01:30,200 block East Ohio St,Allegheny Center,1,,
ARREST,15089224,9015,Failure To Appear/Arrest on Attachment Order,07/09/2015,03:00,Television Hill St,Fineview,1,33,M
OFFENSE 2.0,15125749,3929(a)(3),Retail Theft; transfers merchandise from container,07/09/2015,04:15,300 block Cedar Ave,Allegheny Center,1,,
OFFENSE 2.0,15125758,3304,Criminal Mischief.,07/09/2015,04:35,Norwood Ave & Mt Allister Rd,Perry North,1,,
OFFENSE 2.0,15125775,3921,Theft by Unlawful Taking or Disposition.,07/09/2015,06:00,1100 block New Hampshire Dr,Marshall-Shadeland,1,,
ARREST,15123682,3921,Theft by Unlawful Taking or Disposition.,07/09/2015,07:15,3200 block Central Ave,Marshall-Shadeland,1,22,M
OFFENSE 2.0,15125795,9490,Missing Persons (18 and Over),07/09/2015,07:30,800 block Ridge Ave,Allegheny West,1,,
OFFENSE 2.0,15125791,3304,Criminal Mischief.,07/09/2015,08:00,2900 block Oak Park Rd,Perry North,1,,
OFFENSE 2.0,15125799,9488,False  Burglar Alarm,07/09/2015,08:05,3700 block Baytree St,Perry North,1,,
OFFENSE 2.0,15125810,9999,9999 - (Misc. Incident): ,07/09/2015,08:30,2800 block N Charles St,Perry South,1,,
OFFENSE 2.0,15125856,3502,Burglary.,07/09/2015,08:40,2900 block N. Charles St,Perry South,1,,
OFFENSE 2.0,15125818,9999,9999 - (Misc. Incident): Female with injures had no memory of what happened ,07/09/2015,08:48,1300 block Woodland Ave,Marshall-Shadeland,1,,
OFFENSE 2.0,15125838,2701,Simple Assault.,07/09/2015,09:39,100 block South Commons,Allegheny Center,1,,
OFFENSE 2.0,15125883,9093,Indirect Criminal Contempt,07/09/2015,09:39,100 block South Commons,Allegheny Center,1,,
OFFENSE 2.0,15125938,3502,Burglary.,07/09/2015,10:20,100 block Hazlett St,Northview Heights,1,,
OFFENSE 2.0,15125851,3304,Criminal Mischief.,07/09/2015,11:00,3000 block Oak Park Rd,Perry North,1,,
ARREST,15074585,3925,Receiving Stolen Property.,07/09/2015,11:00,1900 block Morrell St,Brighton Heights,1,26,M
OFFENSE 2.0,15125890,2709,Harassment (Non-Specific),07/09/2015,11:05,E North Ave,Allegheny Center,1,,
ARREST,15123838,2701,Simple Assault.,07/09/2015,11:30,1000 block Sheffield St,Manchester,1,27,F
ARREST,15123838,2709,Harassment (Non-Specific),07/09/2015,11:30,1000 block Sheffield St,Manchester,1,27,F
OFFENSE 2.0,15125948,3921,Theft by Unlawful Taking or Disposition.,07/09/2015,11:30,1900 block Bader St,Spring Hill-City View,1,,
OFFENSE 2.0,15125916,9488,False  Burglar Alarm,07/09/2015,11:42,2800 block Wadlow St,Marshall-Shadeland,1,,
OFFENSE 2.0,15125947,3934,Theft from Vehicle,07/09/2015,12:00,600 block Avery St,East Allegheny,1,,
OFFENSE 2.0,15125971,9489,Found Property,07/09/2015,12:35,California Ave & St Marks Pl,California-Kirkbride,1,,
OFFENSE 2.0,15125999,2701,Simple Assault.,07/09/2015,13:30,700 block Mt Pleasant Rd,Northview Heights,1,,
ARREST,15125999,2701,Simple Assault.,07/09/2015,13:30,700 block Mt Pleasant Rd,Northview Heights,1,12,F
ARREST,15125999,2701,Simple Assault.,07/09/2015,13:30,700 block Mt Pleasant Rd,Northview Heights,1,11,F
OFFENSE 2.0,15125987,2709,Harassment (Non-Specific),07/09/2015,13:37,1200 block Voskamp St,Spring Garden,1,,
OFFENSE 2.0,15126211,2701(b)(1),Simple Assault - Fight or Scuffle Entered by Mutual Consent,07/09/2015,13:40,600 block mt pleasant Rd,Northview Heights,1,,
OFFENSE 2.0,15126029,2701,Simple Assault.,07/09/2015,14:20,100 block East Ohio St,East Allegheny,1,,
OFFENSE 2.0,15126023,3304,Criminal Mischief.,07/09/2015,14:25,1200 block Spring Garden Ave,Spring Garden,1,,
OFFENSE 2.0,15126035,3921(a),Theft by Unlawful Taking or Disposition - Movable item,07/09/2015,15:15,allegheny Sq E,Allegheny Center,1,,
OFFENSE 2.0,15126064,13(a)(16),Possession of Controlled Substance,07/09/2015,16:00,1700 block Lowrie St,Troy Hill-Herrs Island,1,,
OFFENSE 2.0,15126064,4910,Tampering with or Fabricating Physical Evidence.,07/09/2015,16:00,1700 block Lowrie St,Troy Hill-Herrs Island,1,,
OFFENSE 2.0,15126064,13(a)(30),Possession w/ Intent to Del. Controlled Substance,07/09/2015,16:00,1700 block Lowrie St,Troy Hill-Herrs Island,1,,
ARREST,15126064,13(a)(30),Possession w/ Intent to Del. Controlled Substance,07/09/2015,16:05,1700 block Lowrie St,Troy Hill-Herrs Island,1,32,M
ARREST,15126064,13(a)(16),Possession of Controlled Substance,07/09/2015,16:05,1700 block Lowrie St,Troy Hill-Herrs Island,1,32,M
ARREST,15126064,4910,Tampering with or Fabricating Physical Evidence.,07/09/2015,16:05,1700 block Lowrie St,Troy Hill-Herrs Island,1,32,M
OFFENSE 2.0,15126165,1543,Driving While Operating Privilege is Suspended or Revoked.,07/09/2015,18:20,Mc Clure Ave & Eckert St,Marshall-Shadeland,1,,
OFFENSE 2.0,15126165,3714,Careless Driving,07/09/2015,18:20,Mc Clure Ave & Eckert St,Marshall-Shadeland,1,,
OFFENSE 2.0,15126165,4914,False Identification to Law Enforcement Authorities,07/09/2015,18:20,Mc Clure Ave & Eckert St,Marshall-Shadeland,1,,
ARREST,15126165,4914,False Identification to Law Enforcement Authorities,07/09/2015,18:20,Mc Clure Ave & Eckert St,Marshall-Shadeland,1,23,F
ARREST,15126165,1543,Driving While Operating Privilege is Suspended or Revoked.,07/09/2015,18:20,Mc Clure Ave & Eckert St,Marshall-Shadeland,1,23,F
OFFENSE 2.0,15126165,5507,Obstructing Highways and Passages.,07/09/2015,18:20,Mc Clure Ave & Eckert St,Marshall-Shadeland,1,,
ARREST,15126165,5507,Obstructing Highways and Passages.,07/09/2015,18:20,Mc Clure Ave & Eckert St,Marshall-Shadeland,1,23,F
