REPORT_NAME,CCR,SECTION,DESCRIPTION,ARREST_DATE,ARREST_TIME,ADDRESS,NEIGHBORHOOD,ZONE,AGE,GENDER
OFFENSE 2.0,15162161,2701,Simple Assault.,08/28/2015,01:54,900 block Woods Run Ave,Marshall-Shadeland,1,,
ARREST,15162161,2701,Simple Assault.,08/28/2015,02:20,900 block Woods Run Ave,Marshall-Shadeland,1,63,M
ARREST,15112663,4953,Retaliation Against Witness Victim or Party.,08/28/2015,02:30,1100 block Goettmann St,Spring Garden,1,24,M
ARREST,15112663,3301,Arson ,08/28/2015,02:30,1100 block Goettmann St,Spring Garden,1,24,M
ARREST,15112663,9123,Miscellaneous Fire Other Investigation to Continue,08/28/2015,02:30,1100 block Goettmann St,Spring Garden,1,24,M
ARREST,15112663,901,Criminal Attempt,08/28/2015,02:30,1100 block Goettmann St,Spring Garden,1,24,M
OFFENSE 2.0,15162200,2702,Aggravated Assault.,08/28/2015,03:44,1400 block Nixon St,Manchester,1,,
OFFENSE 2.0,15162200,2705,Recklessly Endangering Another Person.,08/28/2015,03:44,1400 block Nixon St,Manchester,1,,
OFFENSE 2.0,15162233,3304,Criminal Mischief.,08/28/2015,06:37,1900 block Rockledge St,Spring Hill-City View,1,,
OFFENSE 2.0,15162234,9488,False  Burglar Alarm,08/28/2015,06:48,400 block North Shore Dr,North Shore,1,,
OFFENSE 2.0,15162256,3304,Criminal Mischief.,08/28/2015,07:09,2400 block Sunset Ave,Spring Hill-City View,1,,
ARREST,14137592,13(a)(31),Marijuana: Possession Small Amount,08/28/2015,07:15,2100 block Rhine Ct,Spring Hill-City View,1,50,M
OFFENSE 2.0,15162323,601.08(a),Alcohol or Liquor Consumption on Streets or Sidewalks,08/28/2015,09:56,Cedar Ave & E North Ave,Allegheny Center,1,,
OFFENSE 2.0,15162373,3304,Criminal Mischief.,08/28/2015,11:20,3100 block California Ave,Marshall-Shadeland,1,,
OFFENSE 2.0,15162443,3304,Criminal Mischief.,08/28/2015,12:00,200 block Watson Blvd,Perry North,1,,
OFFENSE 2.0,15162549,9093,Indirect Criminal Contempt,08/28/2015,15:11,3200 block Richardson Ave,Brighton Heights,1,,
OFFENSE 2.0,15162549,2706,Terroristic Threats.,08/28/2015,15:11,3200 block Richardson Ave,Brighton Heights,1,,
ARREST,15015315,2705,Recklessly Endangering Another Person.,08/28/2015,16:15,3200 block Brighton Rd,Marshall-Shadeland,1,18,M
ARREST,15015315,2901,Kidnapping.,08/28/2015,16:15,3200 block Brighton Rd,Marshall-Shadeland,1,18,M
ARREST,15015315,3921,Theft by Unlawful Taking or Disposition.,08/28/2015,16:15,3200 block Brighton Rd,Marshall-Shadeland,1,18,M
OFFENSE 2.0,15162619,9999,9999 - (Misc. Incident): Suspicious phone call,08/28/2015,17:00,1400 block Arch St,Central Northside,1,,
OFFENSE 2.0,15162591,5503,Disorderly Conduct.,08/28/2015,17:15,400 block Mt Pleasant Rd,Northview Heights,1,,
