REPORT_NAME,CCR,SECTION,DESCRIPTION,ARREST_DATE,ARREST_TIME,ADDRESS,NEIGHBORHOOD,ZONE,AGE,GENDER
OFFENSE 2.0,15175768,901,Criminal Attempt,09/15/2015,00:35,East Ohio St & 16th Street Brg,Golden Triangle/Civic Arena,1,,
OFFENSE 2.0,15175522,3802(a)(1),DUI - General Impairment,09/15/2015,00:35,North Commons & Montgomery Pl,Allegheny Center,1,,
ARREST,15175522,3802(a)(1),DUI - General Impairment,09/15/2015,00:48,North Commons & Montgomery Pl,Allegheny Center,1,41,M
OFFENSE 2.0,15175612,9488,False  Burglar Alarm,09/15/2015,03:47,1200 block Liverpool St,Manchester,1,,
OFFENSE 2.0,15175663,9488,False  Burglar Alarm,09/15/2015,08:06,500 block McClintock Ave,Perry South,1,,
OFFENSE 2.0,15175735,4106,Access Device Fraud,09/15/2015,09:00,300 block Cedar Ave,East Allegheny,1,,
OFFENSE 2.0,15175735,3924,Theft of Property Lost  Mislaid or Delivered by Mistake.,09/15/2015,09:00,300 block Cedar Ave,East Allegheny,1,,
OFFENSE 2.0,15175774,3921,Theft by Unlawful Taking or Disposition.,09/15/2015,11:00,1300 block Superior Ave,Marshall-Shadeland,1,,
OFFENSE 2.0,15175761,3934,Theft from Vehicle,09/15/2015,11:30,2700 block California Ave,Marshall-Shadeland,1,,
OFFENSE 2.0,15175887,2709,Harassment (Non-Specific),09/15/2015,15:30,1600 block Sandusky Ct,Fineview,1,,
OFFENSE 2.0,15175949,3502,Burglary.,09/15/2015,15:45,1400 block Loraine St,Central Northside,1,,
OFFENSE 2.0,15175949,3925,Receiving Stolen Property.,09/15/2015,15:45,1400 block Loraine St,Central Northside,1,,
OFFENSE 2.0,15175909,9999,9999 - (Misc. Incident): ,09/15/2015,15:45,1300 block Herman St,Troy Hill-Herrs Island,1,,
OFFENSE 2.0,15175949,3921,Theft by Unlawful Taking or Disposition.,09/15/2015,15:45,1400 block Loraine St,Central Northside,1,,
OFFENSE 2.0,15175918,3502,Burglary.,09/15/2015,16:15,1100 block Brabec St,Troy Hill-Herrs Island,1,,
OFFENSE 2.0,15175915,9999,9999 - (Misc. Incident): PROPERTY DISPUTE,09/15/2015,16:33,100 block SAMPSONIA Way,Central Northside,1,,
OFFENSE 2.0,15175985,3304,Criminal Mischief.,09/15/2015,18:02,1200 block Monterey St,Central Northside,1,,
OFFENSE 2.0,15175985,3503,Criminal Trespass,09/15/2015,18:02,1200 block Monterey St,Central Northside,1,,
OFFENSE 2.0,15176010,2709(a)(1),Harassment by Physical Contact  or Attempts or Threats,09/15/2015,18:20,1500 block Brighton Pl,California-Kirkbride,1,,
ARREST,14127711,901,Criminal Attempt,09/15/2015,19:00,Tripoli St & East St,East Allegheny,1,69,M
ARREST,15176024,9501,Bench Warrant,09/15/2015,19:00,Tripoli St & East St,East Allegheny,1,69,M
OFFENSE 2.0,15176024,9501,Bench Warrant,09/15/2015,19:00,Tripoli St & East St,East Allegheny,1,,
ARREST,14127711,4906,False Reports to Law Enforcement Authorities.,09/15/2015,19:00,Tripoli St & East St,East Allegheny,1,69,M
OFFENSE 2.0,15176109,5505,Public Drunkenness,09/15/2015,21:35,Stockton St & Cedar Ave,Allegheny Center,1,,
OFFENSE 2.0,15176109,3503(b)(1)(ii),Defiant Trespass Notice Posted by Sign(s),09/15/2015,21:35,Stockton St & Cedar Ave,Allegheny Center,1,,
