REPORT_NAME,CCR,SECTION,DESCRIPTION,ARREST_DATE,ARREST_TIME,ADDRESS,NEIGHBORHOOD,ZONE,AGE,GENDER
OFFENSE 2.0,15211798,9488,False  Burglar Alarm,11/04/2015,00:02,3100 block Brighton Rd,Marshall-Shadeland,1,,
OFFENSE 2.0,15211939,9497,Aided Case,11/04/2015,08:11,1600 block Lowrie St,Troy Hill-Herrs Island,1,,
OFFENSE 2.0,15211975,9489,Found Property,11/04/2015,08:45,300 block Cedar Ave,East Allegheny,1,,
OFFENSE 2.0,15212088,9490,Missing Persons (18 and Over),11/04/2015,10:00,3500 block California Ave,Brighton Heights,1,,
ARREST,15058659,3921(a),Theft by Unlawful Taking or Disposition - Movable item,11/04/2015,11:47,3100 block Wadlow St,Marshall-Shadeland,1,50,M
ARREST,15058659,2701(a)(3),Simple Assault - Attempts by Physical Menace ,11/04/2015,11:47,3100 block Wadlow St,Marshall-Shadeland,1,50,M
ARREST,15058659,2701(a)(1),Simple Assault - Intent.  Know.  Reckless.Cause Bod. Injury,11/04/2015,11:47,3100 block Wadlow St,Marshall-Shadeland,1,50,M
OFFENSE 2.0,15212159,3921(a),Theft by Unlawful Taking or Disposition - Movable item,11/04/2015,14:00,800 block East Ohio St,East Allegheny,1,,
OFFENSE 2.0,15212211,9999,9999 - (Misc. Incident): NON REPORTABLE ACCIDENT,11/04/2015,14:50,FORT DUQUESNE Brg,North Shore,1,,
OFFENSE 2.0,15212260,3745,Accidents Involving Damage to Unattended Veh.or Prop.,11/04/2015,16:30,Ridge Ave & Allegheny Ave,Chateau,1,,
OFFENSE 2.0,15212266,5503,Disorderly Conduct.,11/04/2015,17:05,Federal St N & Henderson St,Central Northside,1,,
OFFENSE 2.0,15212266,5507,Obstructing Highways and Passages.,11/04/2015,17:05,Federal St N & Henderson St,Central Northside,1,,
OFFENSE 2.0,15212266,5505,Public Drunkenness,11/04/2015,17:05,Federal St N & Henderson St,Central Northside,1,,
ARREST,15212266,5507,Obstructing Highways and Passages.,11/04/2015,17:08,Federal St N & Henderson St,Central Northside,1,41,F
ARREST,15212266,5503,Disorderly Conduct.,11/04/2015,17:08,Federal St N & Henderson St,Central Northside,1,41,F
ARREST,15212266,5505,Public Drunkenness,11/04/2015,17:08,Federal St N & Henderson St,Central Northside,1,41,F
OFFENSE 2.0,15212290,9489,Found Property,11/04/2015,17:31,1000 block Western Ave,Chateau,1,,
OFFENSE 2.0,15212364,2709(a),Harassment.,11/04/2015,19:10,1200 block Sheffield St,Manchester,1,,
ARREST,15212374,9501,Bench Warrant,11/04/2015,19:24,1100 block Brabec St,Troy Hill-Herrs Island,1,23,M
ARREST,15212374,13(a)(30),Possession w/ Intent to Del. Controlled Substance,11/04/2015,19:24,1100 block Brabec St,Troy Hill-Herrs Island,1,23,M
ARREST,15212374,13(a)(16),Possession of Controlled Substance,11/04/2015,19:24,1100 block Brabec St,Troy Hill-Herrs Island,1,23,M
OFFENSE 2.0,15212374,13(a)(16),Possession of Controlled Substance,11/04/2015,19:24,1100 block Brabec St,Troy Hill-Herrs Island,1,,
OFFENSE 2.0,15212374,9501,Bench Warrant,11/04/2015,19:24,1100 block Brabec St,Troy Hill-Herrs Island,1,,
OFFENSE 2.0,15212374,13(a)(30),Possession w/ Intent to Del. Controlled Substance,11/04/2015,19:24,1100 block Brabec St,Troy Hill-Herrs Island,1,,
OFFENSE 2.0,15212405,029,Missing Juvenile,11/04/2015,20:13,200 block Ridge Ave,Allegheny Center,1,,
OFFENSE 2.0,15212444,029,Missing Juvenile,11/04/2015,22:00,2000 block Termon Ave,Brighton Heights,1,,
OFFENSE 2.0,15212442,029,Missing Juvenile,11/04/2015,22:00,2000 block termon Ave,Brighton Heights,1,,
OFFENSE 2.0,15212350,4106,Access Device Fraud,11/04/2015,00:01,2400 block Railroad St,Strip District,2,,
OFFENSE 2.0,15212350,4120,Identity Theft,11/04/2015,00:01,2400 block Railroad St,Strip District,2,,
OFFENSE 2.0,15211806,9488,False  Burglar Alarm,11/04/2015,00:09,1800 block Centre Ave,Crawford-Roberts,2,,
ARREST,15209640,3743,Accidents Involving Damage to Attended Veh. or Property,11/04/2015,02:13,Hatfield St & Locarna Way,Central Lawrenceville,2,25,M
OFFENSE 2.0,15211886,3921,Theft by Unlawful Taking or Disposition.,11/04/2015,03:40,Forbes Ave & Wood St,Golden Triangle/Civic Arena,2,,
ARREST,15207908,2701,Simple Assault.,11/04/2015,09:12,600 block 1st Ave,Brighton Heights,2,37,F
ARREST,15207908,3304,Criminal Mischief.,11/04/2015,09:12,600 block 1st Ave,Brighton Heights,2,37,F
ARREST,15202552,3701,Robbery.,11/04/2015,09:40,900 block Second Ave,Upper Hill,2,24,M
ARREST,15175021,4915,Failure to Comply with Megans Law,11/04/2015,12:50,900 block Second Ave,Upper Hill,2,48,M
OFFENSE 2.0,15212117,3921,Theft by Unlawful Taking or Disposition.,11/04/2015,13:03,900 block Watson St,Bluff,2,,
OFFENSE 2.0,15212117,4106,Access Device Fraud,11/04/2015,13:03,900 block Watson St,Bluff,2,,
ARREST,15147494,2701,Simple Assault.,11/04/2015,13:50,900 block Second Ave,Marshall-Shadeland,2,31,M
OFFENSE 2.0,15212332,9999,9999 - (Misc. Incident): ,11/04/2015,14:22,100 block 5th Ave,Golden Triangle/Civic Arena,2,,
